"Title","Categories: Sub","ASIN"
"MEARCOOH White Foam Sheets Crafts, 30 Pack, 9 x 12 Inch, 2mm Thick. Premium Eva Foam Papers Set, for Card Making, Crafting,DIY Project,Stamp,Classroom, Scrapbooking","Craft Foam, Categories","B0993DFW63"
"Earring Backs,Earring Backs for Studs/Droopy Ears,150PCS Screw on Earring Backs Earring Backings Earring Backs for Heavy Earring","Earring Backs & Findings","B0BVHSLXLB"
"Red Heart Super Saver Rosy Yarn - 3 Pack of 7oz/198g - Acrylic - 4 Medium (Worsted) - 364 Yards - Knitting/Crochet","Yarn","B0BB87DPGF"
"novelinks Photo Case 4"" x 6"" Photo Box Storage - 16 Inner Photo Keeper Photo Organizer Cases Photos Storage Containers Box for Photos (Clear-Silver Handle)","Scrapbooking Storage, Archival Boxes","B08LPDPZQ7"
"Meowoo Ring Sizer Measuring Tool with Magnifier, for Ring Measurer and Ring Sizer Clear and Intuitive Reading. Plastic Ring Sizer with Lens, 1-17","Jewelry Sizers & Mandrels, Find your ring size","B0D793F4RS"
"Gxueshan 1000 Pcs Acrylic Black Pony Beads 6x9mm Large Hole Pen Hair Kandi Beads Bulk for Friendship Bracelet Necklace Jewelry Making Earring Braiding Kit","Beads & Bead Assortments","B09VFGDZFC"
"Zodiac Odyssey Premium Handcrafted Photo Album - Customizable, Collectible, Ideal Keepsake or Gift for Astrology Enthusiasts. Also Great as Adventure Scrapbook,Travel Diary & Graduation (Zodiac Book)","Albums","B0C337T18V"
"ACTIVA Art Silica Gel, 4 pounds Flower Drying Compound, White","Modeling Compounds, Home Outlet","B09417CXDK"
"24 Pcs Foam Paint Brushes, Wood Handle Sponge Brushes for Painting, Staining, Varnishes, and DIY Craft Projects (1'', 2'' and 3'')","Foam Paintbrushes, HMT test","B09YRGFBXD"
"RRFTOK Art Painting Artist Easel Stand,Aluminum Metal Tripod Adjustable Easels for Painter Canvases Height from 17 to 66 Inch - Carry Bag for Table-Top/Floor Drawing and Displaying 2-Pack.","Easels","B0B6P55G9Q"
"Duck Brand 240976 Color Duct Tape, Baby Pink, 1.88 Inches x 20 Yards Each Roll, 3 Rolls","Arts & Crafts Tape","B0BXB85L42"
"finenolo Colored Pencils,Set of 24 Colors,Artists Soft Core,Include 7 Metallic Color Pencils,Ideal for Drawing Sketching Shading,Coloring Pencils for Adults Beginners","Pencils","B0BP2SNBVH"
"TULIP ColorShot Instant Spray Fabric Color Neon Pink and Blue 2-Pack","Fabric & Textile Paints, Sewing","B0D2VXHM82"
"2x Mirror Decal Vinyl, Car Mirror Decal, Mirror Sticker, Positive Affirmation Decal, Affirmation Stickers for Mirror, for Kids, for Teens, Bathroom Decal, Affirmation Stickers, Set of 2 (White)","Home & Kitchen, Stickers & Sticker Machines, Home décor deals","B0BZYF36NV"
"PLANTIONAL Heavy Duty Sewing Kit: 120pcs Needle and Thread Kit 20 Color with Large-Eye Sewing Needles, Awl, Clip, Sewing Supplies, Sewing Kit for Adults, Beginner, Upholstery Repair, Emergency, Travel","Leathercraft Accessories","B0C5ZY39PK"
"KING MOUNTAIN Leather Repair Patch,12 x 60 Inches self Adhesive Leather Repair Tape for Damaged Leather Furniture, Sofa Seating,Car Seats, Leather Goods（Fine Grained Dark Brown）","Leathercraft Accessories","B0CQJQS48G"
"New brothread Tear Away Machine Embroidery Stabilizer Backing 15"" x 25 Yd roll - Medium Weight 1.8 oz - Cut into Variable Sizes - for Machine Embroidery and Hand Sewing","Stabilizers","B091H9699M"
"Nkwuire 6 Styles Silicone Earring Backs for Studs, 600 Pcs Clear Soft Earring Backings Hypoallergenic Plastic Rubber Earring Backs Clutch Stoppers Replacement Kits for Fish Hook Earring Studs Hoops","Earring Backs & Findings, HMT test","B0BZMYJ2MM"
"Iooleem 200pcs Gray Pipe Cleaners, Chenille Stems, Pipe Cleaners for Crafts, Pipe Cleaner Crafts, Art and Craft Supplies.","Pipe Cleaners","B0BHNJBNR4"
"Puduo Epoxy Resin Kit 72OZ，Newly Formulated Crystal Clear Epoxy Resin，Strong, Bubble-Free, Anti-Yellowing Art Resin That，Suitable for Casting, DIY, Resin Art, Molds, Jewelry, Easy to Mix 1:1 Ratio","Molding & Casting","B0CPVCRD93"
"Pipe Cleaners, Pipe Cleaners Craft, Arts and Crafts, Crafts, Craft Supplies, Art Supplies (Green)…","Pipe Cleaners","B0BHQFJFW6"
"Accmor Ring Size Measuring Tool, Plastic Ring Mandrel & Ring Sizer Guage with 2 Pcs Finger Sizing, Four Size Ring Stick Jewelry Mandrel and Ring Gauge Finger Sizer for Jewelry Making","Jewelry Sizers & Mandrels, Find your ring size","B08TWFF74K"
"ifergoo Modeling Clay Kits - 65 Colors Air Dry Clay, DIY Molding Magic Clay, No-Toixic Kids Air Clay Set for Boys and Girls","Clay","B0BNJ3BLBM"
"Bernat BABY BLANKET BB Button Roses Yarn - 1 Pack of 10.5oz/300g - Polyester - #6 Super Bulky - 220 Yards - Knitting/Crochet","Yarn","B09WCDMYY8"
"3x79 Inch Nylon Repair Patch Nylon Repair Tape Self Adhesive Nylon Fabric Tape Outdoor Camping Gear Nylon Repair kit for Tent, Umbrella, Down Jackets, Sleeping Bag, Knapsack (Dark Gray)","Repair Patches, Categories, Shop All Notions","B0D8PDQBT2"
"LANBEIDE Updated Diamond Painting Sealer 200ML with Silicone Brush 3 Packs, 5D Diamond Painting Glue Sealer for Dimaond Painting Coasters Permanent Hold & Shine Effect for Jigsaw Puzzles (21 OZ)","Tools & Accessories","B0CG1G5NT3"
"P&J Trading - Baby Fresh Scented Oil 30ml - Fragrance Oil for Candle Making, Soap Making, Diffuser Oil","Scents","B0BTMXV7MX"
"Nkwuire 1500 Pcs Silicone Earring Backs for Studs, Clear Soft Earring Backings Safe Plastic Rubber Earring Backs Bullet Clutch Stoppers Replacement for Fish Hook Earring Studs Hoops","Earring Backs & Findings","B0BS6M13W3"
"Caliart 176PCS Art Supplies Sketching Kit with 100 Sheets 3-Color Sketch Book, Graphite Colored Charcoal Watercolor & Metallic Pencils, School Supplies Gifts for Artists Adults Teens Girls Boys Kids","Art Sets","B0B7N2Q1NQ"
"Leather Repair Patch Tape, Gloss Black 3 x 61 Inches Self Adhesive Leather Repair Kit for Furniture, Car Seat,Vinyl Leather Repair Kit for Office Chairs, Couch, Sofa, Luggage","Leathercraft Accessories","B0CKNFZJVV"
"Aestd-ST Polymer Clay Kits, 85 Colors Oven Bake Modeling Clay for Kids, Non-Sticky Molding Clay with Sculpting Tools and DIY Accessories, Holiday Gift for Children and Artists.","Clay","B093DFQH7D"
"Eppingwin 500pcs Pipe Cleaners, Multi-Colored Pipe Cleaners Craft Supplies,Chenille Stems for DIY Arts Crafts Project(Multi-Colored)","Pipe Cleaners","B0D9VRT79V"
"OAZ 16 x 79 inch Canvas Repair Patches Canvas Fabric Patch Self-Adhesive Canvas Repair Tape Waterproof Fabric Repair Patches Repair Patch Kit for Boat Cover Sofa Chair Couch Tent Bag (Black Gray)","Repair Patches, Shop All Notions","B0D7HR5PXL"
"MEEDEE Watermelon Ribbon Summer Ribbon Decorative Fruit Printed Satin Ribbon Pink Green Red Ribbon for Crafts 3/8 Inch 1 Inch 7 Rolls 35 Yards Assorted Ribbon Summer Party Baby Shower Decoration","Ribbons","B092VWBXXR"
"Phinus 6 Pcs Embroidery Hoop 6 Size, Round Plastic Cross Stitch Hoop with 16 Needles (3.6In to 10.7 in), Small Embroidery Hoop, Cross Stitch Hoops, Frames, Embroidery, Craft Sewing(Multicolor)","Hoops","B0CPSFQQDL"
"SMART&CASUAL 17.8""×3,600""(300') Brown Kraft Wrapping Paper for Craft Gift Bulletin Board Bouquet Flower Table Covering Packing Shipping Moving 70GSM 50LB","Kraft Paper","B0CX59K64S"
"Rotary Cutter Set - Quilting Kit incl. 45mm Fabric Cutter, 5 Replacement Blades, A2 Cutting Mat, Acrylic Quilting Ruler and Sewing Clips, Craft Knife Set, Ideal for Crafting, Sewing, Patchworking","Rotary Cutters, Shop All Notions","B09VD9K9KQ"
"Edible Gold Leaf Sheets 20 pc 24 Karat 1.7"" X 1.7"" Genuine for Cooking, Cakes & Chocolates, Decoration, Health & Spa (Gold) (20)","Gold & Metal Leaf","B0CRCBYBR3"
"650g/22.93oz White Fiberfill for Crafts, Polyester Fiber Fill, Premium Stuffing Fiber Fill, Resilience Fill Fibe for DIY Doll Stuffing Cushion Pillows and Home Decoration Projects","Stuffing & Polyester Fill","B09NR5RP28"
"Acrylic Paint Set Canvas Art Paints 24 Colors Perfect Paint Finish (0.41oz,12 ml) With 3 Brushes - Painting Canvas, Paper, Wood, Rock, MDF, Ceramic & Fabric","Paints, Kits","B08QNJ7KSF"
"LEEQE Double Face Autumn Orange Satin Ribbon 1/2 inch X 50 Yards Polyester Autumn Orange Ribbon for Gift Wrapping Very Suitable for Weddings Party Invitation Decorations and More","Ribbons","B08R5KLLXS"
"FolkArt, Blue Suede Home Décor Chalk 8 fl oz Acrylic Craft Paint with an Ultra Matte Finish, 51051","Paints","B0BVC1JPGF"
"Clear Fishing Line Wire 755 ft, Invisible Fishing Wire Nylon String for Hanging Balloons Crafts Picture Decorations, Clear String for Bracelets Necklaces, Jewelry Making Beading Threads Cords, WUINDID","Beading Cords & Threads","B0D3X9RKF2"
"Paint Brushes Set of 24 Pieces Wooden Handles Brushes with Canvas Brush Case, Professional for Oil, Acrylic and Watercolor Painting","Paintbrush Sets, HMT test","B095M9LKPN"
"43 PCS Blending Stumps and Tortillions Paper Art Blenders Sketch Drawing Tools with Sketch Wipe Scrapers,Rub Sponge,Kneaded Eraser and Sandpaper Sharpeners","Art Blenders","B0CCP35LVR"
"Tape Measure, iBayam Soft Ruler 60-Inch Double-Sided Measuring Tape or Body Weight Loss Fabric Sewing Tailor Cloth Vinyl Measurement Craft Supplies, 2-Pack White, Blue","Tape Measures, Shop All Notions, HMT test","B0BGHCTL45"
"CiaraQ Polymer Clay Starter kit, Oven Bake Modeling Clay with Sculpting Tools, 50 Colors, 2.8 lb","Clay","B0C1686VFN"
"Business Hours Sign and Business Name Vinyl Decal Custom Professional Business Sign for Window and Door Custom Business Hours Stickers Decals","Home & Kitchen, Stickers & Sticker Machines","B0CGTKTJWM"
"Miniature Paint Brushes,10Pcs Round Pointed Tip Paintbrushes, Micro Detail Paint Brush Set, Triangular Grip Handles Art Brushes Perfect for Acrylic, Watercolor, Oil, Craft (1, Black,Blue)","Paintbrush Sets","B0BTWWGZ2W"
"Adtech 05603 Glue Runner Permanent 35 Yards Total - Pack of 3 (4 each), Blue","Art Glues & Pastes","B09BW3G5FY"
"Liquitex Professional Heavy Body Acrylic Paint, 2-oz (59ml) Tube, Fluorescent Yellow","Paints","B09TT4HGXT"
"Ohuhu Markers: 48-Color Double Tipped Brush & Chisel Alcohol Markers for Adults Coloring Illustration, Alcohol-based Art Marker Set with Unique Designed Grip, Great Value Pack for Beginners","Markers","B09D7X3GHF"
"SuFly Sketch Book 9x12, Drawing Paper Pad,100 Sheets, Top Spiral Sketch Pad, 68lb/100gsm Sketchbook for Kids, Art Supplies for Adults, White.","Sketchbooks & Notebooks, HMT test","B0CNZ6X6T2"
"Vienrose Photo Album Self Adhesive 4x6 5x7 3x5 8x10 Scrapbook Album DIY Scrap Book with Metallic Pen 120 Pages Grey","Albums","B09GFXK3LV"
"JUMINIZ 20 Sets 1x4 Inch Hook and Loop Fastener Strips with Adhesive Heavy Duty Double Sided Sticky Picture Hanging Wall Mounting Tape for Home and Office Use, Black","Interlocking Tape, HMT test","B0C1D8WNYD"
"Lion Brand Yarn Heartland Yarn for Crocheting, Knitting, and Weaving, Multicolor Yarn, 3-Pack, Virgin Islands","Yarn","B0B16P5KSC"
"Duck Brand Duck Color Duct Tape, 6-Roll, Baby Pink (240976_C)","Arts & Crafts Tape","B094YQY2LT"
"SINGER ProSeries Sewing Scissors Bundle, 8.5"" Heavy Duty Fabric Scissors, 4.5"" Detail Embroidery Scissors, 5"" Thread Snips with Comfort Grip (Dark Blue)","Scissors","B09V93QPB4"
"VIPwax Yellow Beeswax Pellets 400g, 100% Organic Beeswax, Beeswax for Candle Making, Body, Skin Care DIY, Lip Balm and Soap Making Supplies","Wax","B0DF5TSXQY"
"AdTech Hot Glue Sticks Bundle - 85 Full Size 10"" Clear Sticks and 220-145-5 200ct 4"" Clear Sticks","Art Glues & Pastes","B0D2VWXDSP"
"PartyWoo Crepe Paper Streamers 6 Rolls 492ft, Pack of Metallic Rose Gold, Pink, Dusty Pink Party Streamers for Bride to Be Party Decorations, Bachelorette Party Decorations (1.8 Inch x 82 Ft/Roll)","Crepe Paper","B09TN7MPGV"
"Ballinger Fluorescent Yellow Ostrich Feathers - 24Pcs 12-14inch Long Feathers Bulk for Vase, Party Centerpieces, Mardi Gras Decorations and Home Decor","Feathers & Boas","B0DHRLLZDS"
"ARTISTRO 2 Gold Acrylic Paint Markers - 15mm Jumbo-Tip Paint Pens - Perfect for Crafting, Art Projects, & More","Fabric Decorating, Pens & Markers","B0CTQTNNVX"
"CICIMELON Large Capacity Pencil Case 3 Compartment Pouch Pen Bag for School Teen Girl Boy Men Women (Meteor)","Pen, Pencil & Marker Cases","B0CBBDXZYC"
"180-240PCS Assorted Acrylic Beads for Bracelet Making,Star Heart Flower Bow Butterfly Candy GummyBear Kawaii Aesthetic Bracelet Charms, Cute Beads for Jewelry Making Necklace Keychain Phone Charms DIY","Beads & Bead Assortments, Beading Supplies","B0DP2QCMKM"
"100% Pure Vegetable Glycerin - 2 Gallon (256 fl oz) - Natural Pure Food/Cosmetic Grade for Skincare, Haircare, Cosmetics, Soapmaking, Crafts - Softening & Moisturizing Multipurpose Humectant","Bases & Melts","B0BRWSX9LT"
"Amrules Clay Tools Kit, 31 PCS Pottery Tools, Practical Polymer Clay Sculpting Tools Kit, Air Dry Clay Tools Set for Beginner, Adults, Pottery Craft, Carving, Drawing, Molding, Modeling, Shaping","Ceramic & Pottery Tools","B0DH29326N"
"Boye 42-40166 Circular Interlocking Crochet and Knitting Blocking Boards, 12"" x 12"", Multicolor, 4pcs","Knitting & Crochet Notions","B0C45FTNXS"
"COO&KOO Charm Bracelet Making Kit, A Unicorn Girls Toy That Inspires Creativity and Imagination, Crafts for Ages 8-12 with Jewelry Making & Art Kit Perfect Gifts, Self-Expression!","Charms, HMT test","B07M6CDS77"
"Upgraded Magnetic Seam Guide for Sewing Machine, Magnetic Sewing Guide with Clip, Hemmer Guide, Multifunctional Hem Guide, Universal Sewing Machine Attachments, Sewing Supplies Accessories","Attachments, HMT test","B0CP264LBH"
"Mr. Pen- Airtight Watercolor Palette with Lid, 4 Pack, 18 Wells and 2 Mixing Areas, Watercolor Palette, Paint Pallet with Lid, Empty Watercolor Palette, Paint Palette, Folding Paint Tray","Palettes","B0CKB95BHX"
"GAGANIU 1000pcs Pipe Cleaners, Pipe Cleaners for Crafts, Craft Supplies Multicolor Chenille Stems for Art&Craft Christmas DIY Projects(Green)","Pipe Cleaners","B0D3T267R3"
"HEADLEY TOOLS - Self Healing Cutting Mat, 18"" x 24"" Rotary Cutting Mat, A2 Double Sided 5-Layer Craft Cutting Board for Fabric Quilting Sewing Hobby Scrapbooking Arts and Crafts Project (Dark Gray)","Cutting Mats","B0B6C5P322"
"Tracing Paper for Drawing, 9 X 12'' Tracing Paper Pad, 75 Sheets Transparent Vellum Paper for Tracing Pads, 38lb/60gsm Translucent Tracing Paper for Pencil, Trace Images, Sketch, Preliminary Drawing.","Tracing Paper","B0C1V8NMSZ"
"HOTO Glue Gun, Easyflow Hot Glue Gun with 40 Glue Sticks, Auto Dispensing, Fast Preheating Mini Hot Glue Gun without Charging Cable, Cordless and Rechargeable, Kids DIY School Craft Quick Home Repairs","Glue Guns","B0CKX8V6QX"
"PAXCOO 12 Rolls Elastic Crystal Tec String for Bracelets, 0.8 MM Stretch Bead String Cord Jewelry Thread for Bracelets, Necklaces, Clay Beads, Pony Beads (Multiple Colors)","Beading Cords & Threads, Sunglasses & Eyewear Accessories","B0CDFZB5J9"
"VELCRO Brand Dots with Adhesive | Sticky Back Round Hook and Loop Circles | 5/8in, 80 Pack | Arts and Crafts, School Projects, 95215W, White","Interlocking Tape, HMT test","B0B8ZYG94N"
"UPINS 800 Pcs Point Dots Balloon Glue Removable Adhesive Point Tape, 8 Rolls Double Sided Dots Stickers for Craft Wedding Decoration","Arts & Crafts Tape","B09XWMCQ93"
"FIVEIZERO 900 Pieces Stitch Markers,with 15Pcs Large Eye Blunt Sewing Needles,Colorful Crochet Stitch Markers for Knitting Stitch Locking Clips Crochet Pins with Storage Box","Knitting & Crochet Notions","B0CHLNWCCW"
"Guirnd 12PCS Colored Masking Tape, Kids Art Supplies Colored Tape, DIY Craft Tape, Colored Tape Rolls, Colored Painters Tape 1.7cm x 12m (2/3In x 13Yards)","Arts & Crafts Tape, HMT test","B0BKZ2WVFY"
"PerkHomy 24"" x 2,400"" (200') Lemon Yellow Kraft Paper Roll for Craft Bulletin Board Paper Kids Art Table Covering Crafting Gift Wrapping Bouquet Packing Parcel 80GSM 55LB (Lemon Yellow, 24"" x 200')","Kraft Paper","B0D1VY2Z5X"
"4 PCS 110ml B7000 Glue Clear with Precision Tip, Rhinestones Glue, Craft Glue, Shoe Glue, Fabric Glue, Jewelry Glue for Rhinestone Crafts Fabric Shoes Jewelry Making DIY Craft Makeup Nail Art Glass","2933695011","B0D3V9NYK8"
"Sea Turtle Diamond Art Kits for Adults, Sea Turtle Diamond Painting Kits for Adults, DIY 5D Diamond Painting with Round Gem Art Kits for Adults for Gift Home Wall Decor 12x12 inch","Diamond Painting Kits","B0CZLKPHX3"
"Cricut® Linerless Transfer Tape (75 ft) Transparent","Adhesive Sheets","B0BV14TT96"
"Red Heart Soft Gray Heather Yarn - 3 Pack of 283g/10oz - Acrylic - 4 Medium (Worsted) - 513 Yards - Knitting/Crochet","Yarn","B09W1KGTXK"
"Bernat Blanket BB South Seas Yarn - 2 Pack of 10.5oz/300g - Polyester - #6 Super Bulky - 220 Yards - Knitting & Crochet","Yarn","B0CFBBFHMK"
"HTVRONT Standard Grip Cutting Mat for Cricut, 6 Pack Cutting Mat 12x12 for Cricut Explore Air 2/Air/One/Maker， Standard Adhesive Sticky Quilting Cutting Mats Replacement Accessories for Cricut","Cutting Mats","B08R8GTSX5"
"6 Colors Skin Tone Alcohol Markers Set, Skin, Wood, Earth Colors Dual Tips Art Markers Drawing Sketched Double Tipped for Adults Beginner Kids (Skin Tone)","Markers","B0BW7NPG26"
"Epoxy Resin Pigment - 36 Color Liquid Translucent Colorant, Highly Concentrated Dye for DIY Jewelry Making, AB Coloring Paint, Craft 6ml Each","Paints","B08XWS7KPH"
"Scissors Set of 24-Pack, 8"" Scissors All Purpose Comfort-Grip Handles Sharp Scissors for Office Home School Craft Sewing Fabric Supplies, High/Middle School Student Teacher Scissor, Right/Left Hand","Scissors","B09YD5PHQQ"
"Amazon Basics Sticky Easel Pad, 25 x 30-Inch, 2 Count, White","Easel Pads","B0BH98Y9WH"
"24PCS 18K Gold Plated 925 Silver Earring Backs Replacements, Hypoallergenic Earring Backs for Studs, Secure Ear Locking for Stud Earrings Ear Nut for Posts, 6mm","Earring Backs & Findings","B0C863TYJN"
"ZOMONETI 24"" x 17"" Wool Pressing Mat 100% New Zealand Felted Wool Ironing Mat Pad Blanket for Quilter, Sewing, Quilting Supplies and Notions","Notions","B08RHSNB8C"
"Ausanrl Birds Diamond Painting for Adults Beinners-Birds Diamond Art Kits,Birds Diamond Art Painting,Round Full Drill Gem Art Painting Kits DIY Crafts Kits 12x20inch","Diamond Painting Kits","B0CS36T7SC"
"25/50 PCS Premium Large Eye Large gage Needles for Hand Sewing with 2 Needle Threaders, Assorted Sizes, Embroidery Needles for Hand Sewing, Big Eye Needle","Quilting, HMT test","B094H9S6W7"
"28 Metallic Colors Dual Tip Acrylic Paint Markers, Dot Tip and Fine Tip Acrylic Paint Pens for Rock Painting, Ceramic, Wood, Canvas, Plastic, Glass, Stone, Calligraphy, Card Making, DIY Crafts","Pens & Markers","B0CSYC7D4B"
"Mathtoxyz Small Bead Organizers(Red, Blue), 45 Pieces Plastic Storage Cases Mini Clear Bead Storage Containers Transparent Boxes with Hinged Lid and Rectangle Clear Craft Supply Case","Beading Storage","B0DHHDHZ7H"
"Ribbli Creamy Sage Ribbon 1 Inch x 3 Rolls Total 24 Yards Light Green Handmade Fringe Chiffon Silk Ribbon for Wrapping Wedding Invitations Bridal Bouquets DIY Crafts Home Decor","Ribbons","B0CX1LRB9R"
"ARTDOT Storage Containers for Diamond Painting, 9 Pack Stackable Craft Storage Organizer 315 Slots Individual Containers for Diamond Art Beads Nail Pill Rhinestones Seed","Beading Storage","B09JNY94FG"
"Simetufy 240 Sheets 24 Multicolor Tissue Paper Bulk Gift Wrapping Tissue Paper Decorative Art Rainbow Tissue Paper 11.5in x 8in for Art Crafts, Festival Party, DIY Paper Flower Pom Pom","Art Tissue & Crepe Paper, Art Tissue","B0C9C1QDPD"
"FREEASYFAR 4x50g Beginner Crochet Yarn,4x60yds Soft Cotton Blend Yarn for Crocheting and Knitting; Easy Beginner Yarn kit with Tool Set(Macaron+Yellow+Orange+Purple, 4 Skein)","Yarn","B0D2WYS2W3"
"Praise V Do Diamond Painting Art Drill Pen Kit with Screw Stainless Steel Rose Metal Tip Nibs Placers Roller Tool Accessories, Diamond Art Pen for 5D Diamond Paint Bead Dot NeonPink","Tools & Accessories","B0CSD6ZQCC"
"ESRICH 5x7IN Small Canvases for Painting,18 Pack Mini Canvas Boards Cotton Painting Canvas Primed Acid Free Mini Blank Canvas Panels for Oil Paint,Watercolor,Acrylic Paint,Gouache&Tempera.","Canvas Boards & Panels","B0CSCZWPGQ"
"3 Pack Silicone mat Large Silicone Sheets for Crafts, Liquid, Resin Jewelry Casting Molds Mat, Silicone Placemat 15.7” x 11.8” (Black & Gray & Beige)","Craft Supplies","B08RD2J1NC"
"3 Inch Letter Stencils Symbol Numbers Craft Stencils, 42 Pcs Reusable Alphabet Templates Interlocking Stencil Kit for Painting on Wood, Wall, Fabric, Rock, Sign, DIY Art Projects","Drawing & Lettering Aids","B097CVDQFR"
"Wenrook Large Safety Pins Assorted 5-Size Bulk Pack of 500 – Strong Nickel Plated Steel, Rust Resistant, Heavy Duty Big Variety Pack, Perfect for Clothes, Crafts, Sewing and More","Safety Pins","B0977KBPCC"
"BLUEBIRD Fabric Paint, Bronze, 8.5 Fl Oz, Permanent Fabric Paints for Clothes, Furniture Upholstery","Fabric & Textile Paints, Sewing","B0DHHLYHPN"
"ARTISTRO 5 Black Acrylic Paint Pens, Acrylic Paint Markers Different Tip, Fabric Markers for Textile, Canvas, Rock, Glass, Wood, Paper, DYI, Paint Markers for Kids and Adults","Pens & Markers","B0C9MZ8XRH"
"Artecho Black Acrylic Paint, Lamp Black Paint (120ml / 4.05oz) Tubes, Art Craft Paints for Canvas, Rock, Stone, Wood, Fabric, Art Supplies","Paints","B08JTNCF9R"
"Hapikalor 3-Pack 50 Sheets 9"" x 12"" Sketch Book, Spiral Bound Art Sketchbook, Bulk School Supplies For Kids, Acid Free Artist Easel Drawing Paper Pad For Drawing Painting Writing Sketching","Paper & Paper Crafts, Sketchbooks & Notebooks","B0DF77275L"
"Vitalizart Christmas Ribbon Chiffon Silk Fringes 1"" x 21 Yd Fabric Package (3 Rolls * 7 Yd) for Wedding Invitations Bridal Bouquets Decorations Gifts Wrapping & Bow Making Green Red & White","Ribbons","B0CJ2K7BT6"
"Mixed Media Sketchbook 9"" x 12"", 60 Sheets Each (98lb/160gsm), 2 Pack, Heavyweight Drawing Papers, Top Spiral Bound Hardcover Sketchbook, for Wet and Dry Media, Drawing, Painting","Sketchbooks & Notebooks","B092TPBN3Z"
"Rolio Mica Powder Pearlescent Color Pigment - Art Set for Resin Epoxy - for Soap Making, Nail Polish, Lip Gloss Set, Eye Shadow, Bath Bomb, Slime & Candle - 10g, 12 Jars - Northern Lights","Dyes","B09CRK15VL"
"2''×27Ft Black Heavy Duty Hook And Loop Tape Adhesive, No Punching Picture Wall Hanging Roll, Sticky Back Couch Cushions Grip, Keep Rugs in Place, Strong Adhesive Tape for DIY at Classroom Office Home","Interlocking Tape","B0CDCLQB2Y"
"Estako Velvet (3- Skeins Pack) Chenille Blanket amigurumi Yarn for Crocheting and Knitting Super Bulky 3x100 gr (3x132 yds) (1730 - Mustard)","Yarn","B09SPZW24V"
"Winsor & Newton Cotman Watercolor Paint, Half Pan, Burnt Umber","Paints","B000YQI1QA"
"Acrylic Paint Set for Adults and Kids - 24 Pack of 12mL Paints with 12 Art Brushes & 4 Canvases, Non-Toxic Craft Paint for Easter Eggs, Ceramic Rock Paint - Art Supplies","Kits","B098R9282B"
"Glass Cutter 2mm-20mm, Upgrade Glass Cutting Tool with Glass Cutting Oil, Pencil Style Oil Feed Carbide Tip Glass Cutter for Mirror/Tiles/Mosaic.","Glass Cutting Tools","B0B3D2G499"
"SpraynBond Quilt Basting Adhesive Spray (7.2 oz) and HeatnBond Lite Iron-On Adhesive Value Pack (17 Inches x 5.25 Yards)","Adhesive Sprays","B091Z2F1FC"
"Pony Beads Bulk 1100 Pcs, Beads for Jewelry Making, Beads for Bracelets Making, Hair Beads, Bracelet Beads, Plastic Beads for Crafts, Hair Beads for Braids for Girls (Dark Blue)","Beads & Bead Assortments","B0BR7TM973"
"Rit Dye – 8 Oz. Liquid Fabric Dye for Clothing, Décor, and Crafts – Taupe (3 Pack)","Dyes","B0CKGCN7HF"
"Etienne Alair Soy Candle Wax for Candle Making - Natural Soy Wax for Candle Making 5 lb Bag, Premium Soy Wax Flakes, 100 Cotton Candle Wicks, 100 Wick Stickers, & 2 Centering Devices - 5 Lbs","Wax, Home Outlet","B08RLTNC5F"
"10 Meter 3mm Elastic Bungee Shock Cord Stretch String, 25pcs Plastic Cord Locks Spring Toggle Stopper for Drawstring Backpack Shoelaces(Neongreen)","Cord Locks","B0DHK2WDZV"
"Hekisn Large-Eye Blunt Needles, Stainless Steel Yarn Knitting Needles, Sewing Needles, Crafting Knitting Weaving Stringing Needles, Perfect for Finishing Off Crochet Projects (18 Pieces)","Knitting Needles","B08RCK3TDK"
"NCB 200pcs 6mm Rose Tiger's Eye Loose Beads for Jewelry Making, Natural Semi Precious Beads Round Smooth Gemstones Spacer Beads Charms for Necklaces Bracelets (Rose Tiger's Eye, 6mm 200Beads)","Beads & Bead Assortments","B0C2K2R757"
"AnyMark 60 Colors Alcohol Markers, Markers Set, Dual Tip Alcohol Based Art Markers for Kids Adults Coloring Drawing, Chisel & Fine, Black Penholder","Markers","B0C8HMHCQ6"
"RYVE Adult Coloring Book for Women - Mindfulness Coloring Book with Personal Growth Prompts - Coloring Book for Adults Relaxation, Coloring Book Adult, Mindfulness Gifts, Relaxation Gifts for Women","Sketchbooks & Notebooks","B09NB2GZTD"
"UPINS 1200Pcs Red White Blue Pony Beads, 1200Pcs Independent Day Patriotic Beads 4th of July Pony Beads for Jewelry Making Crafts DIY Necklace Bracelets Hair Beads","Beads & Bead Assortments","B0CT8KBCLS"
"VINYL FROG Heat Transfer Vinyl Roll HTV Vinyl - 12"" x5ft Tan Iron on Vinyl for T-Shirts, Heat Press Vinyl for DIY Craft Designs (Tan)","Adhesive Sheets","B0CH3FW4Q7"
"VinylRus Heat Transfer Vinyl-12” x 8ft Iron on Vinyl Roll for Shirts, HTV Vinyl for Silhouette Cameo, Cricut, Easy to Cut & Weed","Heat Transfer Film","B09BKKBQDZ"
"Caron All Day Cotton - 3 Pack of 173 Yards/3.52 oz Jute 100% Mercerized Cotton Yarn","Yarn","B0D98L4NLH"
