"Title","Categories: Sub","ASIN"
"Community Coffee Signature Blend, Dark Roast, Single-Serve Keurig K-Cup Pods, 32 Count (Pack of 4)","Single-Serve Capsules & Pods, Packaged Coffee, Cozy up with coffee, Coffee & Tea, Coffee, Save on Coffee & Tea, 1, Beverages, Coffee & creamer, Main Coffee Base Shoveler, Coffee & Tea, Cups/Pods","B0D4812P1Q"
"Community Coffee Vanilla Waffle Cone, 10 Count Coffee Pods, Ice Cream Flavored, Compatible with Keurig 2.0 K-Cup Brewers, 10 Count (Pack of 1)","Single-Serve Capsules & Pods, Packaged Coffee, Cozy up with coffee, Coffee & Tea, Breakfast Deals, Coffee, Save on Coffee & Tea, 1, Beverages, OTC, Coffee & creamer, Main Coffee Base Shoveler, Coffee & Tea, Cups/Pods","B08XWCHS29"
"Community Coffee Pecan Praline Medium Roast Single Serve Keurig K-Cup Pods 32 ct Box","Single-Serve Capsules & Pods, Packaged Coffee, Cozy up with coffee, Coffee & Tea, Coffee, Save on Coffee & Tea, 1, Beverages, Coffee & creamer, Main Coffee Base Shoveler, Coffee & Tea, Cups/Pods","B0D27V8332"
"Community Coffee Vanilla Waffle Cone, Ice Cream Flavored 24 Count Coffee Pods, Compatible with Keurig 2.0 K-Cup Brewers, 24 Count (Pack of 1)","Single-Serve Capsules & Pods, Packaged Coffee, Cozy up with coffee, Coffee & Tea, Breakfast Deals, Coffee, Save on Coffee & Tea, 1, Beverages, OTC, Coffee & creamer, Main Coffee Base Shoveler, Coffee & Tea, Cups/Pods","B08YGVD8YV"
"Starbucks by Nespresso Vertuo, Pumpkin Spice, 32-count Coffee Pods, Brews 7.8 oz.","Single-Serve Capsules & Pods, Packaged Coffee, Cozy up with coffee, Coffee & Tea, Coffee, Save on Coffee & Tea, 1, Beverages, Coffee & creamer, Main Coffee Base Shoveler, Coffee & Tea, Cups/Pods","B0D73Z4T4M"
"V8 Original 100% Vegetable Juice, 5.5 fl oz Can (8 Pack)","Vegetable Juice, Refreshing beverages, Gluten-Free Groceries, Quench your thirst, d963aedb-8e7e-493c-80e7-b70e3c253824_9301, Beverages, Shelf Stable Juice Multipacks, ALL BEVS MULTIPACKS (no packaged c&t), Beverages for Summer","B09MQZ664G"
"MiO On-The-Go Essentials Variety Pack Sweet Tea, Cherry Blackberry, Vitamins Orange Tangerine & Energy Tropical Fusion Liquid Water Enhancers 1.62 fl oz 4-Pack Bottles","Energy Drinks, Water Flavoring Drops, Beverages, Beverages, Beverages, Energy Drinks, Water, Energy drinks, Beverages, CSD and Water, BBQ Beverages, Springtime Beverages","B0D1ZSMH11"
"Pirate's Booty Cheddar Blast Cheese Puffs, Gluten Free, Healthy Kids Snacks, 0.75oz Individual Size Snack Bags (16 Count)","Puffed Snacks, Snacks & produce IA, Game day snacks & dips, Snacks, Seasonal Snacks, Snacks Under 5$, 15% off coupon terms and conditions, Snacks, Lunchbox snacks, Snacks, Game Day Snacks, Canned, Packaged & Baking, OTC, Chips, Snacks under $5, Chips & more, New to Fresh Snacks, Shop & Save Terms & Conditions","B08YQ6HJ7T"
"Kauai Coffee Keurig K-Cup Pods - Banana Crème – Premium Arabica (10 Count)","Single-Serve Capsules & Pods, Packaged Coffee, Cozy up with coffee, Coffee & Tea, Coffee, Save on Coffee & Tea, 1, Beverages, Coffee & creamer, Main Coffee Base Shoveler, Coffee & Tea, Cups/Pods","B0DQTTDJDN"
"Monster Energy Rehab Peach Tea + Energy, Energy Iced Tea, Energy Drink, 15.5 Ounce (Pack of 15)","Energy Drinks, Beverages, Energy Drinks, Energy drinks","B0BL6QFZ7X"
"Jade Leaf Matcha Organic Cafe Style Strawberry Matcha Latte Green Tea Powder, Premium Barista Crafted Mix, Authentically Japanese, 15 Servings (5.3 Ounces)","Matcha, Tea, Save on Coffee & Tea, Gluten-Free Groceries, Coffee & Tea","B0CQTPBQ4W"
"Peet's Coffee, Dark Roast Ground Coffee - French Roast 63 Ounces (6 Bags of 10.5 Ounces)","Ground Coffee, Packaged Coffee, Cozy up with coffee, Coffee & Tea, Breakfast Deals, Coffee, Save on Coffee & Tea, Beverages, Coffee Grounds, Coffee & creamer, Main Coffee Base Shoveler, Coffee & Tea","B0BDGHTY36"
"Spindrift Lemonade 3 Flavor Variety 20 Pack,12 Fl Oz (Pack of 20)","Carbonated Water, Sparkling water, Sparkling Water, Soda and cocktail mixers, Beverages, Sparkling water, Sparkling water, Drinks, Sparkling Water, Baverages, Beverages, Beverages, Water, Sparkling Water, Beverages, CSD and Water, BBQ Beverages, All Sparkling Water, Springtime Beverages, Beverages for Summer, Sparkling  Water","B09NYBTP1N"
"The Only Bean Crunchy Roasted Edamame Snack (Sriracha), High Protein Snacks (13g) Healthy Protein Chips, Keto Friendly Food (2g Net), Plant-Based Vegan Snacks, Office Snacks, Spicy Snack, 4oz (3 Pack)","Snack Foods, Salad toppings, Snacks & produce IA, Game day snacks & dips, Snacks, APS Test, Snacks Under 5$, 15% off coupon terms and conditions, Salads, Fresh produce, Snacks, Nuts, Seeds, Dried Fruits & Vegetables, Plant-Based Lifestyles, Game Day Snacks, Canned, Packaged & Baking, Gluten-free ingredients, Snacks under $5, Fresh and dried fruit, New to Fresh Snacks, Fruit Snacks & Dried Fruit, Shop & Save Terms & Conditions","B09RD43LYX"
"Bigelow Tea Lemon & Echinacea Plus Vitamin C Black Tea, Caffeinated Tea with Lemon and Echinacea, 18 Count Box (Pack of 6), 108 Total Tea Bags","Black, Organic Groceries, Tea, Save on Coffee & Tea, Coffee & Tea","B0964FRVT9"
"LIFE SAVERS Wint-O-Green Breath Mint Bulk Hard Candy, Party Size, 44.93 oz Bag (Pack of 2)","Mints, f2acaa74-dfe3-426c-b654-a431ad2c4e38_946602, Candy & Chocolate, Restaurant and Bulk Food Supply, Canned, Packaged & Baking, All Candy Coupons, Snacks, Movie Night Coupons, Non-chocolate candy","B09YT6N6VQ"
"135 Premium Chamomile Tea Bags, Made with 100% Pure Natural Chamomile Flower, Caffeine Free & Non-GMO.","Herbal, Coffee & Tea, Tea, Save on Coffee & Tea, Restaurant and Bulk Food Supply, Coffee & Tea","B0CL32CGXX"
"Goldfish Family Faves Crackers, Cheddar, Colors and Baby Crackers Snack Packs, 20-Ct Variety Pack","Animal, Snacks & produce IA, Crackers, Game day snacks & dips, Snacks, Snack favorites, Snacks Under 5$, 15% off coupon terms and conditions, Snacks, Snacks, Snacks, Game Day Snacks, Canned, Packaged & Baking, OTC, Snacks under $5, New to Fresh Snacks, Shop & Save Terms & Conditions, Crackers and bread","B08LMNT43K"
"Boost Very High Calorie Strawberry Nutritional Drink – 22g Protein, 530 Nutrient Rich Calories, 8 Fl Oz (Pack of 24)","Protein Drinks, Beverages, Protein drinks","B07T3KYH4N"
"Bang Energy Raging Raspberry Hibiscus, Sugar-Free Energy Drink, 16 Ounce (Pack of 12)","Energy Drinks, Gluten-Free Groceries, d963aedb-8e7e-493c-80e7-b70e3c253824_9301, Beverages, Energy Drinks, Energy drinks","B09QQWTNPD"
"ROYAL DANSK Danish Butter Cookies, 48oz Exclusive Tin, Traditional Assortment, Holiday Gifts, Made with Real Butter, Perfect for Sharing with Recyclable Tin","Butter, Snacks & produce IA, Game day snacks & dips, Snacks, Snacks Under 5$, 15% off coupon terms and conditions, Snacks, Cookies, Snacks, Game Day Snacks, Snack cookies, Perishables OIH, Snacks under $5, Bakery & Prepared Foods, Bread and bakery, OIH_breads&bakery, Sundae Store All, New to Fresh Snacks, Bakery_baked goods & sweets, Pastries & Bakery, Organic Bread and Bakery Items, Shop & Save Terms & Conditions","B0D7PG8G4N"
"Nutella Biscuits, Hazelnut Spread With Cocoa, Sandwich Cookies, 20-Count Bag (Pack of 3)","Chocolate, Snacks & produce IA, Game day snacks & dips, Snacks, Snacks Under 5$, 15% off coupon terms and conditions, Snacks, Cookies, Snacks, Game Day Snacks, Snack cookies, Perishables OIH, Snacks under $5, Bakery & Prepared Foods, Bread and bakery, OIH_breads&bakery, Sundae Store All, New to Fresh Snacks, Bakery_baked goods & sweets, Pastries & Bakery, Organic Bread and Bakery Items, Shop & Save Terms & Conditions","B0D14YS539"
"Nature Valley Protein Granola Bars, Salted Caramel Nut, Snack Bars, 15 ct, 21.3 OZ (Pack of 2)","Granola, Snacks & produce IA, Game day snacks & dips, Snacks, Snacks Under 5$, 15% off coupon terms and conditions, Snacks, Lunchbox snacks, Gluten-Free Groceries, Snacks, Snacks, Game Day Snacks, Canned, Packaged & Baking, Snacks under $5, New to Fresh Snacks, Granola Bars, Granola Bar, Shop & Save Terms & Conditions","B0D14YLG1K"
"FreshDrinkUS, Premium 10oz Rosemary Leaves, 100% Natural & Pure from Dried Rosemary Leaves, No Additives, No Caffeine, Vegan. Dried Rosemary Herb, Perfect for Seasoning, Spice Blends for Grilling & Cooking","Herbal, Coffee & Tea, Tea, Save on Coffee & Tea, Gluten-Free Groceries, d963aedb-8e7e-493c-80e7-b70e3c253824_9301, Plant-Based Lifestyles, Coffee & Tea","B0CLGGXPQ7"
"Blue Diamond Almonds Honey Roasted Snack Almonds, Honey Roasted, 1 Pound (Pack of 1)","Almonds, Snacks & produce IA, Paleo-friendly foods, Game day snacks & dips, Snacks, Salty snacks, Snacks Under 5$, 15% off coupon terms and conditions, Snacks, Keto Friendly Fats, Add toppings, The rights fats, SNAP Nuts, SNAP Snacks, Nuts, Seeds, Dried Fruits & Vegetables, Snacks, Fresh, Keto-friendly foods, Snacks, Game Day Snacks, Canned, Packaged & Baking, OTC, Snacks under $5, Chips and Snacks, Snack Foods - Low-sodium, New to Fresh Snacks, Other cheese pairings, Nuts & Trail Mix, Shop & Save Terms & Conditions","B07XHRSRZ2"
"Celestial Seasonings Lemon Honey Drop Herbal Tea, 16 Tea Bags Box","Herbal, Coffee & Tea, Tea, Save on Coffee & Tea, Coffee & Tea","B0D2G6FJ7S"
"Stevia In The Raw, Plant Based Zero Calorie Sweetener, Sugar Substitute, Sugar-Free Sweetener for Coffee, Hot & Cold Drinks, Suitable For Diabetics, Vegan, Gluten-Free, 200 Count Packets (Pack of 2)","Stevia, Plant-Based Lifestyles, Canned, Packaged & Baking, Sugar & Sweeteners, Sugars & Sweeteners","B0BPRY5GLM"
"Monster Energy Juice Monster Pacific Punch, Energy + Juice, Energy Drink, 16 Ounce (Pack of 15)","Energy Drinks, Beverages, Energy Drinks, Energy drinks","B0BL6JBFH9"
"AmazonFresh Hazelnut Flavored Coffee, Ground, Medium Roast, 12 Ounce (Pack of 2)","Ground Coffee, Packaged Coffee, Cozy up with coffee, Coffee & Tea, AmazonFresh, Breakfast Deals, Coffee, Save on Coffee & Tea, Prime foods at just-right prices, Beverages, Coffee Grounds, Coffee & creamer, Main Coffee Base Shoveler, Coffee & Tea","B0C86J6DYK"
"Starbucks by Nespresso Original Line Dark Roast Italian Roast Coffee, 50-count Espresso Pods","Single-Serve Capsules & Pods, Packaged Coffee, Cozy up with coffee, Coffee & Tea, Breakfast Deals, Coffee, Save on Coffee & Tea, Grocery, 1, Beverages, Coffee & creamer, Main Coffee Base Shoveler, Coffee & Tea, Cups/Pods","B098YJSMR8"
"Amazon Brand - Happy Belly 100% Apple Juice, 64 fl oz Bottle (Pack of 2)","Fruit Juice, Fruit juice, Happy Belly, Refreshing beverages, Bebidas, Quench your thirst, Morning beverages, Prime foods at just-right prices, Beverages, Beverages, Juices, Beverages for Summer, Juice","B0C86JDJQB"
"Nature Nate's 100% Pure USDA Organic Raw & Unfiltered Honey, Two 14 oz. No-Drip Sustainable Squeeze Pouches; Purity Guarantee, No Additives","Honey, Jams & spreads, Pantry, Canned, Packaged & Baking, Sugars & Sweeteners, Jelly, jam, and nut butters","B0CF483NLY"
"Dunkin' French Vanilla Flavored Ground Coffee, 18 Ounce (Pack of 6)","Instant Coffee, Packaged Coffee, Cozy up with coffee, Coffee & Tea, Breakfast Deals, Coffee, Save on Coffee & Tea, Beverages, Coffee Grounds, Coffee & creamer, Main Coffee Base Shoveler, Coffee & Tea, Instant Coffee","B0C1D8G5RP"
"CELSIUS ESSENTIALS, Sparkling Fruit Burst, Performance Energy Drink 16 Fl Oz (Pack of 12)","Energy Drinks, Beverages, Energy Drinks, Energy drinks","B0CRHZHQQ2"
"Swiss Miss Salted Caramel Hot Cocoa, Keurig Single Serve K-Cup Pods, 10 Count (Packs of 6)","Cocoa, Packaged Coffee, Cozy up with coffee, Coffee & Tea, Coffee, Save on Coffee & Tea, 1, Beverages, Coffee & creamer, Main Coffee Base Shoveler, Coffee & Tea, Cups/Pods","B0B45193FD"
"Fisher Chef's Naturals Chopped Walnuts 2lb, 100% California Unsalted Walnuts for Baking & Cooking, Snack Topping, Great with Yogurt & Cereal, Vegan Protein, Keto Snack, Gluten Free (Pack of 2)","Walnuts, Salad toppings, Snacks & produce IA, Paleo-friendly foods, Game day snacks & dips, Snacks, Salty snacks, Snacks Under 5$, 15% off coupon terms and conditions, Salads, Snacks, Add toppings, The rights fats, d963aedb-8e7e-493c-80e7-b70e3c253824_4001, Nuts, Seeds, Dried Fruits & Vegetables, Snacks, Snacks, Plant-Based Lifestyles, Game Day Snacks, Canned, Packaged & Baking, Snacks under $5, Chips and Snacks, New to Fresh Snacks, Other cheese pairings, Nuts & Trail Mix, Shop & Save Terms & Conditions","B0D14WSWN6"
"Bloom Sparkling Energy Drink - Natural Caffeine, Zero Sugar, 180mg Caffeine - Antioxidant-Rich w/Green Coffee Bean, Green Tea Extract, Prebiotics - Wellness Beverage for Focus & Metabolism 12oz 12 pk","Energy Drinks, Beverages, Energy Drinks, Energy drinks","B0DGFD2ZSV"
"Bloom Nutrition Sparkling Energy Drink for Focus, Natural Caffeine, Zero Sugar, 180mg Caffeine, Antioxidant-Rich with Green Coffee Bean, Green Tea Extract, & Prebiotics, Raspberry Lemon 12oz 12 Pack","Energy Drinks, Beverages, Energy Drinks, Energy drinks","B0DFNHYD49"
"Starbucks Ground Coffee, Medium Roast Coffee, Spring Day Blend, 100% Arabica, Limited Edition, 6 Bags (10 Oz Each)","Ground Coffee, Packaged Coffee, Cozy up with coffee, Coffee & Tea, Breakfast Deals, Coffee, Save on Coffee & Tea, Beverages, Coffee Grounds, OTC, Coffee & creamer, Main Coffee Base Shoveler, Coffee & Tea","B08N2J8WZ8"
"Bloom Sparkling Energy Drink - Natural Caffeine, Zero Sugar, 180mg Caffeine - Antioxidant-Rich w/Green Coffee Bean, Green Tea Extract, Prebiotics - Wellness Beverage for Focus & Metabolism 12oz 12 pk","Energy Drinks, Beverages, Energy Drinks, Energy drinks","B0DGFDFN65"
"Bloom Nutrition Sparkling Energy Drink - Natural Caffeine, Zero Sugar, 180mg Caffeine - Antioxidant-Rich with Green Coffee Bean, Green Tea Extract, Prebiotics - Strawberry Watermelon - 12oz 12 Pack","Energy Drinks, Beverages, Energy Drinks, Energy drinks","B0DFNQ9SX6"
"Bloom Nutrition Sparkling Energy Drink - Variety Pack - Natural Caffeine, Zero Sugar, 180mg Caffeine - Antioxidant-Rich with Green Coffee Bean, Green Tea Extract, Prebiotics - 12oz 12 Pack","Energy Drinks, Beverages, Energy Drinks, Energy drinks","B0DFNM6NVQ"
"Jack Link's Meat Sticks, Barbecue Recipe Pork – Protein Snack Stick with 5g of Protein, Meat Snack Sticks Made with 100% Pork, Keto & Paleo Diet Ready, Individually Wrapped – 0.92 Oz. (20 Count)","Jerky, Snacks & produce IA, Game day snacks & dips, Snacks, Salty snacks, Snacks Under 5$, 15% off coupon terms and conditions, Snacks, Restaurant and Bulk Food Supply, Game Day Snacks, Canned, Packaged & Baking, Snacks under $5, New to Fresh Snacks, Other cheese pairings, Shop & Save Terms & Conditions","B0CKWL1YGN"
"OWYN Only What You Need Plant Based Protein Shake, 20g Vegan Protein from Organic Pumpkin Seed, Flax, Pea Blend, Prebiotic Supplement, Superfood Greens, Gluten & Soy-Free (Vanilla, 24 Pack)","Protein Drinks, Plant-Based Lifestyles, Beverages, Protein drinks","B08VQFSRMK"
"Doritos Dinamitas Xxtra Flamin' Hot And Core Flavors Variety Pack, Rolled Tortilla Chips (Pack of 8)","Chips & Crisps, Snacks & produce IA, Game day & Cheese LP IA, Game day snacks & dips, Snacks, Snack favorites, Seasonal Snacks, Salty snacks, Snacks Under 5$, 15% off coupon terms and conditions, Chips, Appetizers and snacks, Snacks, Lunchbox snacks, Snacks, Chips, Game Day Snacks, Canned, Packaged & Baking, Chips, Chips, Snacks under $5, Chips & more, New to Fresh Snacks, Snacks, Shop & Save Terms & Conditions","B0D9YYK85J"
"Mountain Dew Kickstart Strawberry Start-Up (16 Ounce Cans, Pack of 12)","Soft Drinks, Soda and cocktail mixers, Beverages, Beverages, Bebidas, Drinks, Quench your thirst, Beverages, Soda, Beverages, CSD and Water, BBQ Beverages, Movie Night Coupons, Soft Drinks, Soft Drinks, Springtime Beverages, Beverages for Summer","B0BV17ZQDN"
"Jif Peanut Butter & Chocolate, 15 Ounce (Pack of 12), Less Sugar, Thick & Creamy Texture","Peanut Butter, Jams & spreads, Pantry, Canned, Packaged & Baking, Jelly, jam, and nut butters","B0CXQWFPQQ"
"vitaminwater variety pack Bottles, 20 fl oz, 12 Pack","Sports Drinking Water, Beverages, Beverages, Beverages, Water, Beverages, CSD and Water, BBQ Beverages, Enhanced water, Springtime Beverages","B0CVCXW516"
"Chomps Grass-Fed Taco Beef Jerky Snack Sticks 24-Pack - Keto, Paleo, Whole30, 10g Lean Meat Protein, Gluten-Free, Zero Sugar Food, Non-GMO","Jerky, Snacks & produce IA, Game day snacks & dips, Snacks, Salty snacks, Snacks Under 5$, 15% off coupon terms and conditions, Snacks, Restaurant and Bulk Food Supply, Game Day Snacks, Canned, Packaged & Baking, Snacks under $5, New to Fresh Snacks, Other cheese pairings, Shop & Save Terms & Conditions, Shop by brand, Dog Stocking Stuffers: Toys & Treats, pet food 40% off first sns","B0BWH5ZYVF"
"Illy Classico Whole Bean Coffee Medium Roast 90th Anniversay Edition, 8.8 Ounce Can (Pack of 1)","Roasted Coffee Beans, Packaged Coffee, Cozy up with coffee, Coffee & Tea, Coffee, Save on Coffee & Tea, Beverages, Coffee & creamer, Main Coffee Base Shoveler, Coffee & Tea, Whole Beans","B0CG2HDBXC"
"Sunchips French Onion Multigrain Snack, 1.5 ounce (Pack of 8)","Chips & Crisps, Snacks & produce IA, Game day snacks & dips, Snacks, Snack favorites, Seasonal Snacks, Salty snacks, Snacks Under 5$, 15% off coupon terms and conditions, Chips, Snacks, Lunchbox snacks, Snacks, Game Day Snacks, Canned, Packaged & Baking, Chips, Chips, Snacks under $5, Chips & more, New to Fresh Snacks, Snacks, Shop & Save Terms & Conditions","B00F99DX4W"
"Poppi Sparkling Prebiotic Soda Beverage with Apple Cider Vinegar, Seltzer Water and Fruit Juice, The Classics Variety Pack, 12 oz, Pack of 12, Packaging May Vary","Soft Drinks, Soda and cocktail mixers, Beverages, Beverages, Bebidas, Gluten-Free Groceries, Drinks, Quench your thirst, d963aedb-8e7e-493c-80e7-b70e3c253824_9301, Beverages, Soda, Beverages, CSD and Water, BBQ Beverages, Movie Night Coupons, Soft Drinks, Soft Drinks, Springtime Beverages, Beverages for Summer","B09B8CCPCZ"
"C4 Performance Energy Drink | JOLLY RANCHER Watermelon | Zero Sugar Carbonated Preworkout Energy | 200mg Caffeine with Beta Alanine | 16 Fl Oz (12 Pack)","Energy Drinks, Plant-Based Lifestyles, Beverages, Energy Drinks, Energy drinks","B0DG6Z3FZ4"
"Mentos Pure Fresh Sugar-Free Chewing Gum with Xylitol, Bubble Fresh Flavor, Bubble Gum, 50 Piece Bottle (Bulk Pack of 6)","Chewing & Bubble Gum, Candy & Chocolate, Restaurant and Bulk Food Supply, Canned, Packaged & Baking, All Candy Coupons, Movie Night Coupons, Non-chocolate candy","B0CSPJWVMB"
"Baja Gold Mineral Sea Salt - Pure & Organic Authentic Salt for Cooking & Baking | Fine Grind Sea Salt - Low Sodium | Natural Baja Salt - Ideal for All Culinary Uses | 1 lb. Resealable Bag, 300+ Servings","Sea Salt, Condiments & sauces, Emerging grocery brands, Salts, Pantry Staples","B0CB4X5TDP"
"Café Bustelo Sweet & Creamy Café con Vainilla Flavored Coffee, 60 Keurig K-Cup Pods","Single-Serve Capsules & Pods, Packaged Coffee, Cozy up with coffee, Coffee & Tea, Breakfast Deals, Coffee, Save on Coffee & Tea, 1, Beverages, Coffee & creamer, Main Coffee Base Shoveler, Coffee & Tea, Cups/Pods","B0C42BMY94"
"RITZ Peanut Butter Sandwich Crackers, 20 Snack Packs (6 Crackers Per Pack)","Sandwich, Snacks & produce IA, Crackers, Game day snacks & dips, Snacks, Snack favorites, Snacks Under 5$, 15% off coupon terms and conditions, Snacks, Restaurant and Bulk Food Supply, Snacks, Snacks, Game Day Snacks, Canned, Packaged & Baking, Summer Store 2024, Snacks under $5, New to Fresh Snacks, Snacks, Shop & Save Terms & Conditions, Crackers and bread","B0CJ1VW1BJ"
"ICE BREAKERS Ice Cubes Mint Crystal Sugar Free Chewing Gum Bottles, 3.24 oz (6 Count, 40 Pieces)","Chewing & Bubble Gum, Candy & Chocolate, Canned, Packaged & Baking, Sweet Treats from Twizzlers, Black Forest, Orbit, and more, All Candy Coupons, Movie Night Coupons, Non-chocolate candy","B0B3551FZC"
"Nature Valley Granola, Fruit & Nut, Dark Chocolate & Nut, 7.4 oz, 6 ct (Pack of 2)","Granola, Snacks & produce IA, Game day snacks & dips, Snacks, Snacks Under 5$, 15% off coupon terms and conditions, Snacks, Lunchbox snacks, Snacks, Snacks, Game Day Snacks, Canned, Packaged & Baking, Snacks under $5, New to Fresh Snacks, Granola Bars, Granola Bar, Shop & Save Terms & Conditions","B0C1FZZWV6"
"Traditional Medicinals Organic Mother's Milk Women's Tea, Promotes Healthy Lactation - 48 Tea Bags","Herbal, Organic Groceries, Coffee & Tea, Tea, Save on Coffee & Tea, Coffee & Tea","B0D3CX4S9H"
"Califia Farms - Pumpkin Spice Oat Barista Blend Oat Milk, 32 Oz (Pack of 6), Shelf Stable, Dairy Free, Plant Based, Vegan, Gluten Free, Non GMO, High Calcium, Milk Frother, Creamer, Oatmilk","Oat Milks, Dairy alternatives, Dairy alternatives, Dairy & dairy alternatives, Dairy-free, Dairy and yogurt alternatives, Local Dairy, Cheese & Eggs, Dairy, eggs, & plant based alternatives, Breakfast Deals, Breakfast Dairy, Plant-Based Lifestyles, OIH_DCE, Cereal and milk, DCE_milk and cream (+ND), Perishables OIH, Non-Dairy, Plant-based milk, Non-dairy milk, Dairy Milk & Non Dairy Milk, Non Dairy Milk, Under $5 dairy, 10% off DCE","B09YGGBKC8"
"Nestle Coffee mate Coffee Creamer, Abuelita Mexican Style Chocolate Flavored, Concentrated Liquid Pump Bottle, Non Dairy, No Refrigeration, 50.7 fl oz (Pack of 2)","Plant-Based Coffee Creamers, Local Dairy, Cheese & Eggs, OIH_DCE, Coffee & creamer, Plant-based creamer, Perishables OIH, Non-Dairy, Dairy and Non-Dairy Creamers, Under $5 dairy, 10% off DCE","B0DKNVGMNX"
"BODYARMOR Sports Drink Variety Pack, Coconut Water Hydration, Natural Flavors w Vitamins, Potassium Packed Electrolytes For Athletes, Strawberry Banana, Blue Raspberry, Orange Mango, 12 Oz - 24 pack","Sports Drinks, Refreshing beverages, Beverages, Quench your thirst, Beverages, Sports drinks, Sports Drinks, Springtime Beverages, Beverages for Summer","B0CFY7CM6Q"
"Gatorade Fit Electrolyte Beverage, Healthy Real Hydration, Blackberry Raspberry, 16.9.oz Bottles (12 Pack)","Sports Drinks, Refreshing beverages, Beverages, Quench your thirst, Beverages, Sports drinks, Sports Drinks, Springtime Beverages, Beverages for Summer","B0BMW7S8L5"
"Honey Nut Cheerios Cereal, Limited Edition Happy Heart Shapes, Heart Healthy Cereal With Whole Grain Oats, Mega Size, 29.4 oz","Cold Cereal, Breakfast Deals, Canned, Packaged & Baking, Cereal and milk, Fresh Grocery Coupons, Breakfast Coffee, Mothers Day Breakfast Brunch 2023 Shoveler HOUSE","B09HZQB2C9"
"Watkins Organic Pure Almond Extract, Non-GMO, Kosher, 4 oz. Bottle, 1-Pack","Natural, Organic Groceries, Baking Extracts & Flavoring, Canned, Packaged & Baking, Homemade ice cream","B0B7W44D9N"
"Dole Fruit Bowls Cherry Mixed Fruit in 100% Juice Snacks, 4oz 36 Total Cups, Gluten & Dairy Free, Bulk Lunch Snacks for Kids & Adults","Fruit Snacks, Snacks & produce IA, Game day snacks & dips, Fruit Snacks, Snacks, Seasonal Snacks, Snacks Under 5$, 15% off coupon terms and conditions, Snacks, Restaurant and Bulk Food Supply, Snacks, Fruit Snacks Shov, Game Day Snacks, Canned, Packaged & Baking, Fruit Snacks, Snacks under $5, Fruit  Snacks, New to Fresh Snacks, Other cheese pairings, Fruit Snacks & Dried Fruit, Shop & Save Terms & Conditions","B0C9KVYLHZ"
"Elan Organic Chia & Flax Seed Superfood Duo, Non-GMO, Vegan, Gluten-Free, Kosher, High in Fibre","Chia Seeds, Add toppings, The rights fats, Nuts, Seeds, Dried Fruits & Vegetables, Keto-friendly foods, Plant-Based Lifestyles, Canned, Packaged & Baking, Gluten-free ingredients","B0BCQ6BMJF"
"EZ Bombs Birria Bomb Seasoning, Pack of 2 – Authentic Mexican Spice Mix for Tacos, Burritos, Nachos, and Quesadillas – Made with Real Chiles, Herbs, and Spices for Quick and Flavorful Meals","Mexican Seasoning, Condiments & sauces, d963aedb-8e7e-493c-80e7-b70e3c253824_4001, Taco Sauce and Seasoning, Pantry Staples, Hispanic Foods","B0DKPK28KW"
"Sprite Can, 7.5 fl oz (pack of 20)","Soft Drinks, Soda and cocktail mixers, Beverages, Beverages, Bebidas, Drinks, Quench your thirst, Beverages, Soda, Beverages, CSD and Water, BBQ Beverages, Movie Night Coupons, Soft Drinks, Soft Drinks, Springtime Beverages, Beverages for Summer","B0D2FFMFDX"
"Black Forest Stretch Island Fruit Strips Variety Pack, 12 Count","Fruit Leather, Snacks & produce IA, Game day snacks & dips, Fruit Snacks, Snacks, Snacks Under 5$, 15% off coupon terms and conditions, Snacks, Fruit Snacks Shov, Game Day Snacks, Canned, Packaged & Baking, Fruit Snacks, Snacks under $5, Fruit  Snacks, 2023 Ready for school, New to Fresh Snacks, Other cheese pairings, Prime Day 2023 Selection, Shop & Save Terms & Conditions","B0B8DY59NY"
"OLIPOP Prebiotic Soda Pop, Best Sellers Variety Pack, A New Kind of Soda Packed with Prebiotics, Fiber, and Botanicals, Gluten Free, Vegan, GMO Free, 12oz (12-Cans)","Soft Drinks, Soda and cocktail mixers, Beverages, Beverages, Bebidas, Gluten-Free Groceries, Drinks, Quench your thirst, d963aedb-8e7e-493c-80e7-b70e3c253824_9301, Plant-Based Lifestyles, Beverages, Soda, Beverages, CSD and Water, BBQ Beverages, Movie Night Coupons, Soft Drinks, Soft Drinks, Springtime Beverages, Beverages for Summer","B0CKM23793"
"Bigelow Tea Ginger Honey plus Zinc, 18 Count (Pack of 6), 108 Total Tea Bags","Herbal, Organic Groceries, Coffee & Tea, Tea, Save on Coffee & Tea, Gluten-Free Groceries, d963aedb-8e7e-493c-80e7-b70e3c253824_9301, Coffee & Tea","B0C6NMX15Q"
"Jack Link's Beef Jerky, Sweet & Hot + Teriyaki – Flavorful Meat Snack, Made with 100% Beef – 1/2 Pounder Bag (Pack of 2)","Jerky, Snacks & produce IA, Meat & Seafood, Game day snacks & dips, Snacks, APS Test, Salty snacks, Snacks Under 5$, 15% off coupon terms and conditions, Meat & seafood, Snacks, Quick Meals & Snacks, Game Day Snacks, Canned, Packaged & Baking, Snacks under $5, New to Fresh Snacks, Other cheese pairings, Meat & Seafood, Shop & Save Terms & Conditions","B0BVCK6MM1"
