"Title","Categories: Sub","ASIN"
"Ocean Spray Craisins Dried Cranberries, Original, 24 Ounce (Pack of 2)","Dried Berries, Salad toppings, Snacks & produce IA, Game day snacks & dips, Snacks, APS Test, Snacks Under 5$, 15% off coupon terms and conditions, Salads, Fresh produce, Snacks, Nuts, Seeds, Dried Fruits & Vegetables, Fresh, Game Day Snacks, Canned, Packaged & Baking, Snack Foods - Non-fat/Fat-free, Snacks under $5, Fresh and dried fruit, Deals_FreshProduce, New to Fresh Snacks, Fruit Snacks & Dried Fruit, Snack Foods - Sodium-free, Shop & Save Terms & Conditions","B0BPBPY384"
"Catalina Crunch High Fiber Cereal | Low Carb, Zero Sugar, Gluten & Grain Free, Fiber | Keto Snacks, Vegan Snacks, Protein Breakfast Cereal & Snack | Keto Friendly Foods - Apple Cider Donut (Pack of 4)","Cold Cereal, Plant-Based Lifestyles, Canned, Packaged & Baking, Cereal and milk","B0CHC81LHF"
"VitaCup Energy Dark Roast Coffee Pods, Boost Focus & Metabolism, Antioxidants, B Vitamins, Bold & Smooth,100% Arabica Coffee, Recyclable Single Serve Pod Compatible with Keurig K-Cup Brewers,32 Ct","Single-Serve Capsules & Pods, Packaged Coffee, Cozy up with coffee, Coffee & Tea, Breakfast Deals, Coffee, Save on Coffee & Tea, Gluten-Free Groceries, Plant-Based Lifestyles, 1, Beverages, Coffee & creamer, Main Coffee Base Shoveler, Coffee & Tea, Cups/Pods","B0BXTF4Q5L"
"Peet's Coffee, Dark Roast Ground Coffee - Decaf Major Dickason's Blend 42 Ounces (4 Bags of 10.5 Ounces)","Ground Coffee, Packaged Coffee, Cozy up with coffee, Coffee & Tea, Coffee, Save on Coffee & Tea, Beverages, Coffee Grounds, Coffee & creamer, Main Coffee Base Shoveler, Coffee & Tea","B0DP2XHYJ6"
"Chewy Yogurt Bars - Variety Pack 10ct","Breakfast Foods, Cereal, Snacks & produce IA, Game day snacks & dips, Snacks, Snacks Under 5$, 15% off coupon terms and conditions, Lauren test cereal, Snacks, Lunchbox snacks, Snacks, Snacks, Quick Meals & Snacks, Game Day Snacks, Canned, Packaged & Baking, Snacks under $5, New to Fresh Snacks, Shop & Save Terms & Conditions","B0BG64FYXY"
"Lakanto Bulk Classic Monk Fruit Sweetener with Allulose - Bulk White Sugar Substitute, Baking, Extract, Sugar Replacement (Classic White - 20 kg)","Sugar Substitutes, f2acaa74-dfe3-426c-b654-a431ad2c4e38_946602, Restaurant and Bulk Food Supply, Canned, Packaged & Baking, Sugar & Sweeteners, Sugars & Sweeteners","B0DS2W89SK"
"Lindt EXCELLENCE Lime Dark Chocolate Candy Bar, 12 Pack, 3.5 oz. Bar","Candy & Chocolate Bars, Test01, Candy & Chocolate, Snacks, Canned, Packaged & Baking, All Candy Coupons","B0CTCYR11X"
"Kellogg's Assorted Snacks, Lunch Snacks, Back to School Snacks, Variety Pack, 18.68oz Box (20 Count)","Assortments & Samplers, Snacks & produce IA, Crackers, Game day snacks & dips, Snacks, Snack favorites, Snacks Under 5$, 15% off coupon terms and conditions, Snacks, Snacks, Snacks, Game Day Snacks, Canned, Packaged & Baking, Snacks under $5, Snack Foods - Low Fat, New to Fresh Snacks, Snack Foods - Low Calorie, Shop & Save Terms & Conditions, Crackers and bread","B0DN2884FL"
"Lifeboost Dark Roast Low Acid Coffee K Cups - Single Origin Mold Free Non-GMO Organic Coffee Pods - Compatible with Keurig & Keurig 2 Machines - 10 Count","Single-Serve Capsules & Pods, Packaged Coffee, Cozy up with coffee, Organic Groceries, Coffee & Tea, Breakfast Deals, Coffee, Save on Coffee & Tea, Restaurant and Bulk Food Supply, 1, Beverages, Coffee & creamer, Main Coffee Base Shoveler, Coffee & Tea, Cups/Pods","B09DPYCQKH"
"YumEarth Organic Tropical Fruit Snacks (Pack of 35)","Gummy Candy, Snacks & produce IA, Game day snacks & dips, Organic Groceries, Fruit Snacks, Snacks, Seasonal Snacks, Candy & Chocolate, Snacks Under 5$, Grocery: More Sustainable Products, Snacks, Snacks, Fruit Snacks Shov, Canned, Packaged & Baking, All Candy Coupons, Fruit Snacks, Snacks under $5, Fruit  Snacks, New to Fresh Snacks, Movie Night Coupons, Other cheese pairings, Fruit Snacks & Dried Fruit, Non-chocolate candy, Shop & Save Terms & Conditions","B0C8R3D9X7"
"Nongshim Gourmet Spicy Shin Instant Ramen Noodle, 16 Pack, Savory & Rich, Premium Microwaveable Ramen Soup Mix","Noodle, Pantry, Pantry Staples","B0D8CXHSVL"
"NERDS Gummy Clusters Candy, Grape Strawberry Blitz, Crunchy and Gummy, Game Day Candy, Football Party Supplies, 8 oz","Gummy Candy, Fruity flavors, Candy & Chocolate, Canned, Packaged & Baking, All Candy Coupons, Superbowl Event, Movie Night Coupons, Non-chocolate candy, Super Bowl (Multi-Category)","B0DCHCQDSZ"
"OREO Game Day Chocolate Sandwich Cookies, Limited Edition, 10.68 oz","Sandwich, Snacks & produce IA, Game day snacks & dips, Snacks, Snacks Under 5$, 15% off coupon terms and conditions, Snacks, Lunchbox snacks, Cookies, Snacks, Game Day Snacks, Snack cookies, Perishables OIH, Snacks under $5, Bakery & Prepared Foods, Bread and bakery, OIH_breads&bakery, Sundae Store All, New to Fresh Snacks, Bakery_baked goods & sweets, Cookies and Sweets - Variety Packs, Pastries & Bakery, Organic Bread and Bakery Items, Shop & Save Terms & Conditions","B0DDML7HT9"
"HERSHEY'S Miniatures Assorted Chocolate, Christmas Stocking Stuffer Candy Bag, 9.9 oz","Candy & Chocolate Bars, Test01, Candy & Chocolate, Snacks, Canned, Packaged & Baking, All Candy Coupons, Holiday Candy, Holiday Candy (Early), Holiday Candy & Snack LTOs, Holiday selection","B09LGQLSQ4"
"Traditional Medicinals Tea, Organic Chamomile & Lavender, Stress Relief, 32 Tea Bags","Herbal, Organic Groceries, Coffee & Tea, Tea, Save on Coffee & Tea, Coffee & Tea","B09KMJB1N5"
"Monster Energy Java Café Latte, Coffee + Energy Drink, 15 Ounce (Pack of 12)","Energy Drinks, Beverages, Energy Drinks, Energy drinks","B0BS4B8BXM"
"YORK Dark Chocolate Peppermint Patties Snowflakes, Christmas Stocking Stuffer Candy Bag, 9.6 oz (Pack of 2)","Candy & Chocolate Bars, Test01, Candy & Chocolate, Snacks, Canned, Packaged & Baking, All Candy Coupons","B0DPLFXZB7"
"Wedderspoon Raw Premium Manuka Honey, KFactor 16, 8 Oz (Pack of 2), Unpasteurized, Genuine New Zealand Honey, Traceable From Our Hives To Your Home","Honey, Jams & spreads, Pantry, Canned, Packaged & Baking, Sugars & Sweeteners, Jelly, jam, and nut butters","B0CMZB2MN8"
"SpaghettiOs Canned Pasta with Chicken Meatballs, 15.6 oz Can","Pasta & Noodle Dishes, Pantry, Pantry Staples","B09HHQYH9D"
"Ring Pop Individually Wrapped Purple Very Berry 30 Count Bulk Lollipop Summer Pack – Very Berry Flavored Lollipop Suckers - Fun Candy Bulk For Party Favors, Bachelorette Parties & Goodie Bags","Suckers & Lollipops, f2acaa74-dfe3-426c-b654-a431ad2c4e38_946602, Candy & Chocolate, Restaurant and Bulk Food Supply, SNAP_Sweets, Canned, Packaged & Baking, All Candy Coupons, Movie Night Coupons, Non-chocolate candy","B095XWQ1KJ"
"The Original Donut Shop Decaf Keurig Single-Serve K-Cup Pods, Medium Roast Coffee, 60 Count (6 Packs of 10)","Single-Serve Capsules & Pods, Packaged Coffee, Cozy up with coffee, Coffee & Tea, Coffee, Save on Coffee & Tea, 1, Beverages, Coffee & creamer, Main Coffee Base Shoveler, Coffee & Tea, Cups/Pods","B0DHJ9D2PV"
"Cirkul Inflow Energy Flavor Cartridge Variety Pack with Caffeine, 6-Pack (2 Passion Fruit Dragon Fruit, 2 Wild Berry, 2 Watermelon)","Powdered Drink Mixes & Flavorings","B0DCF1VHG9"
"Honey Maid Graham Crackers, Party Size, 28.8 oz (1 lb, 12.8 oz)","Graham Crackers, Snacks & produce IA, Crackers, Game day snacks & dips, Snacks, Snack favorites, Snacks Under 5$, 15% off coupon terms and conditions, Snacks, Snacks, Snacks, Game Day Snacks, Canned, Packaged & Baking, Snacks under $5, Snack Foods - Low-sodium, Snack Foods - Low Fat, New to Fresh Snacks, Snacks, Shop & Save Terms & Conditions, Crackers and bread","B0CJ27MKTZ"
"LaCroix Sparkling Water, Strawberry Peach, 12 Fl Oz (pack of 8)","Carbonated Water, Sparkling water, Sparkling Water, Soda and cocktail mixers, Beverages, Sparkling water, Sparkling water, Drinks, Sparkling Water, Baverages, Beverages, Beverages, Water, Sparkling Water, Beverages, CSD and Water, BBQ Beverages, All Sparkling Water, Springtime Beverages, Beverages for Summer, Sparkling  Water","B0DKGBMNVZ"
"PUR Mints | Aspartame Free Mints | Made with Xylitol | Sugar Free, Vegan, Gluten Free & Keto Friendly | Natural Tangerine Tango Flavored Mints, 30 Pieces (Pack of 2)","Mints, Candy & Chocolate, Gluten-Free Groceries, Plant-Based Lifestyles, Canned, Packaged & Baking, All Candy Coupons, Movie Night Coupons, Non-chocolate candy","B0CRK192MK"
"JUST Water Spring Water 24 Pack - Natural Still Water in Aluminum Cans 12 fl oz - Eco-Friendly Packaging - Sustainable Source - 8.0 pH Alkaline - No Calories","Still Water, Beverages, Beverages, Restaurant and Bulk Food Supply, Beverages, Beverages, Water, Beverages, CSD and Water, BBQ Beverages, Springtime Beverages","B0DFCHK25M"
"Trolli Sour Brite Crawlers, Original Flavored Sour Gummy Worms, 7.2 Ounce (Pack of 2)","Sour Candy, Candy & Chocolate, Restaurant and Bulk Food Supply, Canned, Packaged & Baking, All Candy Coupons, Movie Night Coupons, Non-chocolate candy","B0C1MWKC28"
"Gushers Fruit Flavored Snacks, Strawberry Splash and Tropical, 12 ct (Pack of 2)","Fruit Snacks, Snacks & produce IA, Game day snacks & dips, Fruit Snacks, Snacks, Seasonal Snacks, Snacks Under 5$, 15% off coupon terms and conditions, Snacks, Gluten-Free Groceries, Restaurant and Bulk Food Supply, d963aedb-8e7e-493c-80e7-b70e3c253824_9301, Snacks, Fruit Snacks Shov, Game Day Snacks, Canned, Packaged & Baking, Fruit Snacks, Snacks under $5, Fruit  Snacks, New to Fresh Snacks, Other cheese pairings, Fruit Snacks & Dried Fruit, Shop & Save Terms & Conditions","B0D14Y6TZC"
"Annie's Homegrown Shells & White Cheddar Mac & Cheese Family Size, No Artificial Flavor, 10.5 Ounces (Pack Of 6)","Macaroni & Cheese, Pantry, Pantry Staples","B0C62DF2B9"
"20oz Coca Cola Creations Y3000","Soft Drinks, Soda and cocktail mixers, Beverages, Beverages, Bebidas, Drinks, Quench your thirst, Beverages, Soda, Beverages, CSD and Water, BBQ Beverages, Movie Night Coupons, Soft Drinks, Soft Drinks, Springtime Beverages, Beverages for Summer","B0C7D1NF7J"
"Fruit Roll-Ups Tropical Tie-Dye Mini Roll-Ups 4 CT","Fruit Snacks, Snacks & produce IA, Game day snacks & dips, Fruit Snacks, Snacks, Seasonal Snacks, Snacks Under 5$, 15% off coupon terms and conditions, Snacks, Snacks, Fruit Snacks Shov, Game Day Snacks, Canned, Packaged & Baking, Fruit Snacks, Snacks under $5, Fruit  Snacks, New to Fresh Snacks, Other cheese pairings, Fruit Snacks & Dried Fruit, Shop & Save Terms & Conditions","B0B4PLPFQZ"
"STARBURST Original Jelly Beans Chewy Candy, 14 oz Bag (Pack of 3)","Jelly Beans, Candy & Chocolate, Canned, Packaged & Baking, All Candy Coupons, Movie Night Coupons, Candy, Non-chocolate candy","B0C1FYLCKT"
"Kibo Chickpea Chips 3 Flavor Variety Pack - High Protein-Fiber, Plant-Based, Gluten-Free, Non-GMO, Vegan, Made with Real Veggies - 1oz, 18 Pack","Vegetable, Snacks & produce IA, Game day snacks & dips, Snacks, Snack favorites, Seasonal Snacks, Salty snacks, Snacks Under 5$, 15% off coupon terms and conditions, Chips, Snacks, Lunchbox snacks, Snacks, Plant-Based Lifestyles, Game Day Snacks, Canned, Packaged & Baking, Chips, Chips, Snacks under $5, Chips & more, New to Fresh Snacks, Snacks, Shop & Save Terms & Conditions","B0B75PMDJV"
"Molina Mexican Natural Vanilla Blend with Pure Vanilla Extract, 33.86 Fl Oz. (2 Pack of 16.6 oz Bottles)","Natural, Baking Extracts & Flavoring, Gluten-Free Groceries, d963aedb-8e7e-493c-80e7-b70e3c253824_9301, Canned, Packaged & Baking, Gluten-free ingredients, Homemade ice cream","B09KX5QYBM"
"Wrigley's SKITTLES Original and Wild Berry & STARBURST Original and FaveReds Fun Size Chewy Valentine's Day Candy, Party Size, 20.13 Oz Bulk Bag","Gummy Candy, f2acaa74-dfe3-426c-b654-a431ad2c4e38_946602, Candy & Chocolate, Restaurant and Bulk Food Supply, Canned, Packaged & Baking, All Candy Coupons, Halloween Party, Sweet candy, National Candy Month, Superbowl Event, Hosting Hub, Dessert and Candy, Movie Night Coupons, Halloween Campaigns (10/12 - 10/31), Family and party size candy, Halloween Shovelers (9/11 - 10/12), Non-chocolate candy, Super Bowl (Multi-Category)","B0CHXHR5HS"
"Sweet & Salty Snack Variety Pack, Muddy Buddies Peanut Butter & Chocolate, Chex Mix Traditional, Cheddar & Honey Nut, 35 oz (20 Bags)","Party Mix, Snacks & produce IA, Game day snacks & dips, Snacks, Snack favorites, Snacks Under 5$, 15% off coupon terms and conditions, Snacks, Snacks, Game Day Snacks, Canned, Packaged & Baking, Snacks under $5, New to Fresh Snacks, Shop & Save Terms & Conditions","B0CP6N89ZL"
"Amazon Brand - Happy Belly Steel Cut Oats, 1.56 pound (Pack of 1)","Oatmeal, Happy Belly, Breakfast Deals, Deals on pantry staples from Happy Belly, Prime foods at just-right prices, Canned, Packaged & Baking, Easter Selection, Oatmeal, Grits & Muesli, Happy Belly, Breakfast Category, Breakfast Coffee, Mother's Day 2022 ASINs, Happy Belly breakfast, EDLP US","B08FNGHYL4"
"FLYBYJING Sichuan Chili Crisp, Gourmet Spicy Tingly Crunchy Hot Savory All-Natural Chili Oil Sauce w/Sichuan Pepper, Versatile Hot Sauce Good on Everything and Vegan, 6oz (Pack of 2)","Chili Sauce, d963aedb-8e7e-493c-80e7-b70e3c253824_4001, Plant-Based Lifestyles, Asian Foods","B09D8K245C"
"Chefmaster Black Diamond Liqua-Gel® Food Coloring | Vibrant Color | Professional-Grade Dye for Icing, Frosting, Fondant | Baking & Decorating | Fade-Resistant | Easy-to-Use | Made in USA | 2.3 oz","Food Coloring, Restaurant and Bulk Food Supply, Canned, Packaged & Baking, Green eggs & ham","B0BHHQFP75"
"Nespresso Capsules Vertuo, Inizio, Medium Roast Coffee, 30-Count Coffee Pods, Brews 5.0oz.","Single-Serve Capsules & Pods, Packaged Coffee, Cozy up with coffee, Coffee & Tea, Coffee, Save on Coffee & Tea, 1, Beverages, Coffee & creamer, Main Coffee Base Shoveler, Coffee & Tea, Cups/Pods","B0DJ21PPGR"
"Waiākea - Hawaiian Volcanic Water - Naturally Alkaline Water - pH Range 7.6 to 8.2 - All Natural Minerals & Electrolytes - 100% Recycled Water Bottles - Bottled Water 24 Pack - 10.14 Fl Oz, 330 mL","Still Water, Beverages, Beverages, Beverages, Beverages, Water, Beverages, CSD and Water, BBQ Beverages, Springtime Beverages","B09S3ZKY1L"
"Stumptown Coffee Roasters, Medium Roast Whole Bean Coffee - Homestead Blend 12 Ounce Bag with Flavor Notes of Milk Chocolate, Cherry and Orange (Pack of 3)","Roasted Coffee Beans, Packaged Coffee, Cozy up with coffee, Coffee & Tea, Coffee, Beverages, Coffee & creamer, Main Coffee Base Shoveler, Coffee & Tea, Whole Beans","B0DVSSFL44"
"Monster Energy Ultra Blue Hawaiian, Sugar Free Energy Drink, 16 Ounce (Pack of 15)","Energy Drinks, Beverages, Energy Drinks, Energy drinks","B0DSGRDCHY"
"Organic USDA Café Romano Coffee Aluminum Espresso Pods For Nespresso Original Machine 100 Pack Italian Espresso Coffee (Variety pack)","Single-Serve Capsules & Pods, Home and furniture Made in Italy, Packaged Coffee, Cozy up with coffee, Grocery & Gourmet Food Made in Italy, Coffee & Tea, Breakfast Deals, Coffee, Save on Coffee & Tea, 1, Beverages, Coffee & creamer, Main Coffee Base Shoveler, Coffee & Tea, Cups/Pods","B0BS48X544"
"Lucky Charms Cereal with Marshmallows, Cereal Box with St. Patrick's Day Leprechaun Trap, Gluten Free, Made with Whole Grain, Family Size, 18.6 oz","Cold Cereal, Breakfast foods, Breakfast Deals, Gluten-Free Groceries, d963aedb-8e7e-493c-80e7-b70e3c253824_9301, Canned, Packaged & Baking, Breakfast foods, Cereal and milk, Easter Selection, Celebrate Easter with brunch this year, Breakfast Coffee, Mothers Day Breakfast Brunch 2023 Shoveler HOUSE, Holiday Shop 2023 ASINs, Prime Day 2023 Selection, Mother's Day Deals, Mother's Day","B08X6RS5R1"
"Starbucks Frappuccino Coffee Drink, Mocha, 13.7 fl oz Bottles (12 Pack)","Ready to Drink Liquid Coffee, Coffee & Tea, Breakfast Deals, Coffee, Save on Coffee & Tea, Morning beverages, Beverages, Snacking cheese (for tracking), OTC, Coffee & creamer, Main Coffee Base Shoveler, Coffee & Tea, All Beverages, RTD Coffee","B08T7RSGDL"
"Pop-Tarts Toaster Pastries, Breakfast Foods, Kids Snacks, Variety Pack, 54.1oz Box (32 Pop-Tarts)","Toaster Pastries, Canned, Packaged & Baking, Toaster Pastries","B0CL1GGYNW"
"Rice Krispies Treats Crispy Rice Squares, Snack Bars, Variety Pack (2 Boxes, 30 Count)","Breakfast Foods, Cereal, Snacks & produce IA, Game day snacks & dips, Snacks, Snacks Under 5$, 15% off coupon terms and conditions, Lauren test cereal, Snacks, Lunchbox snacks, Snacks, Snacks, Quick Meals & Snacks, Game Day Snacks, Canned, Packaged & Baking, Snacks under $5, Snack Foods - Low Fat, New to Fresh Snacks, Snack Foods - Low Calorie, Shop & Save Terms & Conditions","B0DNG7QLQC"
"Chefmaster Gold Liqua-Gel® Food Coloring | Vibrant Color | Professional-Grade Dye for Icing, Frosting, Fondant | Baking & Decorating | Fade-Resistant | Easy-to-Use | Made in USA | 10.5 oz","Food Coloring, Restaurant and Bulk Food Supply, Canned, Packaged & Baking, Green eggs & ham","B0BHLRPY45"
"Kraft Original Macaroni & Cheese Dinner (7.25 oz Box) (Pack of 6)","Macaroni & Cheese, Pantry, Pantry Staples","B0D3MDP223"
"SKITTLES Original Candy Sharing Size Bag, 15.6 Ounces Skittles, Wild Berry Candy Sharing Size Bag, 15.6 oz","Gummy Candy, Candy & Chocolate, Gluten-Free Groceries, Canned, Packaged & Baking, All Candy Coupons, Movie Night Coupons, Non-chocolate candy","B0B7Q88GS9"
"Mrs. Cubbison's Cheese Crisps - 100% Real Cheese, Keto Friendly, Great for Snacking and Salad Topper - Everything Seasoned Flavor, 1.98 Ounce (Pack of 9)","Salad Toppings, Pantry, Condiments & sauces, Add toppings, Canned, Packaged & Baking, OTC, Salad Dressings & Toppings, Pantry Staples","B092S1648W"
"Starbucks Nitro Cold Brew Coffee, Dark Cocoa Sweet Cream, 9.6 fl oz Cans, Iced Coffee, Cold Brew Coffee, Coffee Drink (Pack of 8)","Ready to Drink Liquid Coffee, Coffee & Tea, Breakfast Deals, Coffee, Save on Coffee & Tea, Morning beverages, Beverages, Coffee & creamer, Main Coffee Base Shoveler, Coffee & Tea, RTD Coffee","B08TDJPZCL"
"Classic Roast - Medium Roast Ground Coffee 43.5 Oz (2 PACK) BUNDLE","Ground Coffee, Packaged Coffee, Cozy up with coffee, Coffee & Tea, Coffee, Save on Coffee & Tea, Beverages, Coffee Grounds, Coffee & creamer, Main Coffee Base Shoveler, Coffee & Tea","B0CJ66YSG2"
"ChocZero Sugar Free Coffee Syrup, Gingerbread Flavor, Simple Syrup Drink Mix, Gingerbread Latte, Protein Shakes & Baking, Gluten Free, All Natural, 25.4 Ounces Bottle (Pack of 1)","Syrups, Plant-Based Lifestyles, Beverages","B0DJG2HZ9T"
"French Market 100% Pure Ground Dark Roast Chicory, Caffeine Free, 16oz Can (Pack of 6)","Ground Coffee, Packaged Coffee, Cozy up with coffee, Coffee & Tea, Breakfast Deals, Coffee, Save on Coffee & Tea, 1, Beverages, Coffee Grounds, OTC, Coffee & creamer, Main Coffee Base Shoveler, Coffee & Tea, Cups/Pods","B08VLJ7FMH"
"Chupa Chups 'Best Of' & SOUR Halloween Trick or Treat Lollipop Variety, 5 Classic & 3 SOUR Flavors, Individually Wrapped Bulk Candy for Adults & Kids, 25.3 oz Drum (60 Suckers) & Bag (25 Suckers)","Suckers & Lollipops, f2acaa74-dfe3-426c-b654-a431ad2c4e38_946602, Candy & Chocolate, Restaurant and Bulk Food Supply, Canned, Packaged & Baking, All Candy Coupons, Movie Night Coupons, Non-chocolate candy","B0DH9QF6VK"
"Traditional Medicinals Organic Ginger Herbal Tea, Promotes Healthy Digestion, (Pack of 2) - 16 Tea Bags","Herbal, Organic Groceries, Coffee & Tea, Tea, Save on Coffee & Tea, Coffee & Tea","B0BPBC87DX"
"Kopiko Sugar Free Coffee Candy (75 gr) – Your Take-Out Pocket Coffee for Every Occasion – Sugar Free Candy Made from Indonesia’s Coffee Beans – Has Real Coffee Extract for Better Taste (2-Pack)","Hard Candy, Candy & Chocolate, Restaurant and Bulk Food Supply, Canned, Packaged & Baking, All Candy Coupons, Movie Night Coupons, Candy, Non-chocolate candy","B0DK25Z4HN"
"Carnation Breakfast Essentials Ready-to-Drink,Strawberry, 8 FL OZ Carton (Pack of 24)","Instant Breakfast Drinks, Beverages, OIH_DCE, Perishables OIH, 10% off DCE","B09GJQJW1P"
"Jordan's Skinny Syrups Sugar Free Holiday Coffee Syrup, White Chocolate Peppermint Flavor Drink Mix, Zero Calorie Flavoring for Chai Latte, Protein Shake, Food & More, Keto Friendly, 25.4 Fl Oz, 1 Pk","Simple Syrup, Beverages, Canned, Packaged & Baking, Sugar & Sweeteners, Sugars & Sweeteners","B0CJCRX9PR"
"Wheat Thins Hint of Salt Low Sodium Whole Grain Wheat Crackers, 6 - 8.5 oz Boxes","Wheat, Snacks & produce IA, Crackers, Game day snacks & dips, Snacks, Snack favorites, Snacks Under 5$, 15% off coupon terms and conditions, Snacks, Restaurant and Bulk Food Supply, Snacks, Snacks, Game Day Snacks, Canned, Packaged & Baking, OTC, Snacks under $5, Chips and Snacks, Snack Foods - Low-sodium, New to Fresh Snacks, Shop & Save Terms & Conditions, Crackers and bread","B08ZHB7Y7X"
"Ferrero Rocher, 12 Count, Premium Gourmet Milk Chocolate Hazelnut, Individually Wrapped Candy for Gifting, Great Easter Gift, 5.3 oz (Pack of 2)","Candy & Chocolate Gifts, Candy & Chocolate, All Candy Coupons, Movie Night Coupons","B0D14YMT2Q"
"HANDPICK, Stevia Leaf Powder (226g/8oz) Unprocessed, Gluten free, Pure Green Stevia Powder from India | Sugar Alternative, Ground Stevia Spice for Cooking | Resealable Zip Lock Pouch","Fruit & Herbal Tea, Tea, Save on Coffee & Tea","B09PV2334N"
"Javy Instant Coffee Protein Coffee - Premium Whey Protein & Instant Coffee - 100% Arabica Coffee - Zero Artificial Flavors & Sweeteners, 24 Servings","Protein Drinks, Breakfast Deals, Gluten-Free Groceries, Beverages, Protein drinks","B0C2WKJRXH"
"Red Star Active Dry Yeast, 2 Pound Pouch (Pack of 2)","Active Dry Yeasts, Plant-Based Lifestyles, Canned, Packaged & Baking","B0D181X7NG"
"PBfit 8 Ounce Organic Peanut Butter Powder, Powdered Peanut Spread from Real Roasted Pressed Peanuts, 7g of Protein 7% DV, Gluten-Free, 60 calories, 87% less fat (Pack of 1)","Peanut Butter, Jams & spreads, Organic Groceries, Pantry, Protein powders, Canned, Packaged & Baking, Condiments & Sauces, Jelly, jam, and nut butters","B09PMN6DRV"
"OLD BAY Seasoning, 0.25 oz (Pack of 400)","Seafood Seasoning, Condiments & sauces, Pantry Staples","B0C97Q5P34"
"Nutella Hazelnut And Cocoa Spread, 21 Mini Jars, Friends Edition, 1.05 Oz Each","Chocolate & Hazelnut Spreads, Jams & spreads, Pantry, Canned, Packaged & Baking, Chocolate Syrups & Hazelnut Spreads, Jelly, jam, and nut butters","B09CG9LVKK"
"Nespresso Descaling Kit Solution, Compatible with all Nespresso models, 2 Pack","Single-Serve Capsules & Pods, Packaged Coffee, Cozy up with coffee, Coffee & Tea, Coffee, Save on Coffee & Tea, 1, Beverages, Coffee & creamer, Main Coffee Base Shoveler, Coffee & Tea, Cups/Pods","B0CWGL2M86"
"Bundle of PLANTERS Cocktail Peanuts, Salted Cocktail Peanuts, 2lb 3oz + PLANTERS Deluxe Whole Cashews, 1Lb 2.25 oz","Peanuts, Snacks & produce IA, Paleo-friendly foods, Game day snacks & dips, Snacks, Salty snacks, Snacks Under 5$, 15% off coupon terms and conditions, Snacks, Add toppings, The rights fats, Nuts, Seeds, Dried Fruits & Vegetables, Snacks, Fresh, Snacks, Game Day Snacks, Canned, Packaged & Baking, Snacks under $5, Chips and Snacks, New to Fresh Snacks, Other cheese pairings, Nuts & Trail Mix, Shop & Save Terms & Conditions","B0C6CGJ6H8"
"Assorted Candy Variety Pack - Individually Wrapped Party Candy Assortment - Candy For Every Occasion! (32 Ounces)","Candy & Chocolate Gifts, Test01, Candy & Chocolate, Easter Candy, Snacks, All Candy Coupons, Movie Night Coupons","B0CFYXNYMC"
"Quaker Chewy Granola Bars, Chewy & Dipps 4 Flavor Variety Pack, 58 Pack, Chocolate Chip, Peanut Butter Chocolate Chip, Smores flavors","Granola, Snacks & produce IA, Game day snacks & dips, Snacks, Snacks Under 5$, 15% off coupon terms and conditions, Snacks, Lunchbox snacks, Snacks, Snacks, Game Day Snacks, Canned, Packaged & Baking, Snacks under $5, New to Fresh Snacks, Granola Bars, Granola Bar, Shop & Save Terms & Conditions","B0D9R1BMJR"
"Maruchan Yakisoba Orange Chicken, Japanese Instant Ramen Noodles, 4.23 Oz, 8 Count (Pack of 5)","Noodle, Pantry, Pantry Staples","B0DTYXXJZZ"
"Harney & Sons Holiday Tea with Citrus, Clove, Cinnamon, Almond Flavors | 16oz of Loose Black Tea","Black, Tea, Save on Coffee & Tea, Gluten-Free Groceries, d963aedb-8e7e-493c-80e7-b70e3c253824_9301, Coffee & Tea","B09KJ2SYV1"
"Fruta Frescas, Cranberry Pineapple Passion Fruit, 64 Fl Oz Bottle","Fruit Juice, Fruit juice, Refreshing beverages, Bebidas, Quench your thirst, Morning beverages, Beverages, Easter Selection, Beverages, Holiday Shop 2023 ASINs, Beverages for Summer, Juice","B09DMHPRVG"
"Navitas Organics Cacao Powder, 16 oz. Bags (Pack of 2) — Organic, Non-GMO, Fair Trade, Gluten-Free","Cocoa, Gluten-Free Groceries, Canned, Packaged & Baking, Gluten-free ingredients, Extra Toppings","B094Z658BC"
"3 Flavors Popping Boba Pearls Bursting Tea Balls Drink & Dessert Topping Strawberry, Blueberry, Peach Flavored Bubble Tea Pearls (Blueberry, Strawberry, Peach, 2 LB, Pack of 3)","Bubble Tea Tapioca Pearls","B0BNLMQHKB"
"Haribo Happy-Cola Sauer (Sour) Gummy Candy 2-Pack (2 x 175g)","Gummy Candy, Candy & Chocolate, Canned, Packaged & Baking, All Candy Coupons, Movie Night Coupons, Non-chocolate candy","B0BRTLB2VY"
"Cultures for Health San Francisco Sourdough Starter, Pack of 8 | Heirloom Style Dehydrated Culture for Baking Sourdough Bread, Pancakes, Biscuits, Pretzels, & More | Non-GMO Prebiotic Artisan Bread","Sourdough Starters, Canned, Packaged & Baking","B0C7LMVGKY"
